S_N,Timestamp,Irradiation_W_m2
18226,0,2025-11-03 18:10:05.054370
18227,0,2025-11-03 18:10:06.084230
18228,0,2025-11-03 18:10:07.114218
18229,0,2025-11-03 18:10:08.144182
18230,0,2025-11-03 18:10:09.174149
18231,0,2025-11-03 18:10:10.204095
18232,0,2025-11-03 18:10:11.229817
18233,0,2025-11-03 18:10:12.255538
18234,0,2025-11-03 18:10:13.285505
18235,0,2025-11-03 18:10:14.315485
18236,0,2025-11-03 18:10:15.345456
18237,0,2025-11-03 18:10:16.375412
18238,0,2025-11-03 18:10:17.405367
18239,0,2025-11-03 18:10:18.431134
18240,0,2025-11-03 18:10:19.456881
18241,0,2025-11-03 18:10:20.486862
18242,0,2025-11-03 18:10:21.516857
18243,0,2025-11-03 18:10:22.546837
18244,0,2025-11-03 18:10:23.576793
18245,0,2025-11-03 18:10:24.602522
18246,0,2025-11-03 18:10:25.628249
18247,0,2025-11-03 18:10:26.658205
18248,0,2025-11-03 18:10:27.688159
18249,0,2025-11-03 18:10:28.718130
18250,0,2025-11-03 18:10:29.743851
18251,0,2025-11-03 18:10:30.769856
18252,0,2025-11-03 18:10:31.795583
18253,0,2025-11-03 18:10:32.825531
18254,0,2025-11-03 18:10:33.855511
18255,0,2025-11-03 18:10:34.885495
18256,0,2025-11-03 18:10:35.911218
18257,0,2025-11-03 18:10:36.936952
18258,0,2025-11-03 18:10:37.966963
18259,0,2025-11-03 18:10:38.996920
18260,0,2025-11-03 18:10:40.026870
18261,0,2025-11-03 18:10:41.052664
18262,0,2025-11-03 18:10:42.082615
18263,0,2025-11-03 18:10:43.112566
18264,0,2025-11-03 18:10:44.138316
18265,0,2025-11-03 18:10:45.168266
18266,0,2025-11-03 18:10:46.198217
18267,0,2025-11-03 18:10:47.228180
18268,0,2025-11-03 18:10:48.253913
18269,0,2025-11-03 18:10:49.279686
18270,0,2025-11-03 18:10:50.309634
18271,0,2025-11-03 18:10:51.339617
18272,0,2025-11-03 18:10:52.369565
18273,0,2025-11-03 18:10:53.395283
18274,0,2025-11-03 18:10:54.421024
18275,0,2025-11-03 18:10:55.450989
18276,0,2025-11-03 18:10:56.481017
18277,0,2025-11-03 18:10:57.510995
18278,0,2025-11-03 18:10:58.540945
18279,0,2025-11-03 18:10:59.570920
18280,0,2025-11-03 18:11:00.596648
18281,0,2025-11-03 18:11:01.622373
18282,0,2025-11-03 18:11:02.652336
18283,0,2025-11-03 18:11:03.682341
18284,0,2025-11-03 18:11:04.712297
18285,0,2025-11-03 18:11:05.742257
18286,0,2025-11-03 18:11:06.772219
18287,0,2025-11-03 18:11:07.797938
18288,0,2025-11-03 18:11:08.823683
18289,0,2025-11-03 18:11:09.853628
18290,0,2025-11-03 18:11:10.883695
18291,0,2025-11-03 18:11:11.913699
18292,0,2025-11-03 18:11:12.943651
18293,0,2025-11-03 18:11:13.973622
18294,0,2025-11-03 18:11:14.999371
18295,0,2025-11-03 18:11:16.025093
18296,0,2025-11-03 18:11:17.055173
18297,0,2025-11-03 18:11:18.085123
18298,0,2025-11-03 18:11:19.115105
18299,0,2025-11-03 18:11:20.145053
18300,0,2025-11-03 18:11:21.175050
18301,0,2025-11-03 18:11:22.205008
18302,0,2025-11-03 18:11:23.230738
18303,0,2025-11-03 18:11:24.260691
18304,0,2025-11-03 18:11:25.290650
18305,0,2025-11-03 18:11:26.320629
18306,0,2025-11-03 18:11:27.350588
18307,0,2025-11-03 18:11:28.380579
18308,0,2025-11-03 18:11:29.410529
18309,0,2025-11-03 18:11:30.436250
18310,0,2025-11-03 18:11:31.461987
18311,0,2025-11-03 18:11:32.491985
18312,0,2025-11-03 18:11:33.521956
18313,0,2025-11-03 18:11:34.551939
18314,0,2025-11-03 18:11:35.581920
18315,0,2025-11-03 18:11:36.607660
18316,0,2025-11-03 18:11:37.633395
18317,0,2025-11-03 18:11:38.663347
18318,0,2025-11-03 18:11:39.693302
18319,0,2025-11-03 18:11:40.723258
18320,0,2025-11-03 18:11:41.748999
18321,0,2025-11-03 18:11:42.778945
18322,0,2025-11-03 18:11:43.804697
18323,0,2025-11-03 18:11:44.834652
18324,0,2025-11-03 18:11:45.864634
18325,0,2025-11-03 18:11:46.894594
18326,0,2025-11-03 18:11:47.924546
18327,0,2025-11-03 18:11:48.954460
18328,0,2025-11-03 18:11:49.980173
18329,0,2025-11-03 18:11:51.010259
18330,0,2025-11-03 18:11:52.040223
18331,0,2025-11-03 18:11:53.066126
18332,0,2025-11-03 18:11:54.096091
18333,0,2025-11-03 18:11:55.125963
18334,0,2025-11-03 18:11:56.151597
18335,0,2025-11-03 18:11:57.181461
18336,0,2025-11-03 18:11:58.211397
18337,0,2025-11-03 18:11:59.241262
18338,0,2025-11-03 18:12:00.271213
18339,0,2025-11-03 18:12:04.305859
18340,0,2025-11-03 18:12:05.335719
18341,0,2025-11-03 18:12:06.365672
18342,0,2025-11-03 18:12:07.395631
18343,0,2025-11-03 18:12:08.425574
18344,0,2025-11-03 18:12:09.455523
18345,0,2025-11-03 18:12:10.481235
18346,0,2025-11-03 18:12:11.511201
18347,0,2025-11-03 18:12:12.541202
18348,0,2025-11-03 18:12:13.571190
18349,0,2025-11-03 18:12:14.601146
18350,0,2025-11-03 18:12:15.631128
18351,0,2025-11-03 18:12:16.661100
18352,0,2025-11-03 18:12:17.691050
18353,0,2025-11-03 18:12:18.716770
18354,0,2025-11-03 18:12:19.746740
18355,0,2025-11-03 18:12:20.776690
18356,0,2025-11-03 18:12:21.806649
18357,0,2025-11-03 18:12:22.836631
18358,0,2025-11-03 18:12:23.866584
18359,0,2025-11-03 18:12:24.896536
18360,0,2025-11-03 18:12:25.922259
18361,0,2025-11-03 18:12:26.947981
18362,0,2025-11-03 18:12:27.977949
18363,0,2025-11-03 18:12:29.007910
18364,0,2025-11-03 18:12:30.037891
18365,0,2025-11-03 18:12:31.067835
18366,0,2025-11-03 18:12:32.097788
18367,0,2025-11-03 18:12:33.123520
18368,0,2025-11-03 18:12:34.153465
18369,0,2025-11-03 18:12:35.183419
18370,0,2025-11-03 18:12:36.213377
18371,0,2025-11-03 18:12:37.243375
18372,0,2025-11-03 18:12:38.269100
18373,0,2025-11-03 18:12:39.294846
18374,0,2025-11-03 18:12:40.324797
18375,0,2025-11-03 18:12:41.354758
18376,0,2025-11-03 18:12:42.384712
18377,0,2025-11-03 18:12:43.414657
18378,0,2025-11-03 18:12:44.440377
18379,0,2025-11-03 18:12:45.466125
18380,0,2025-11-03 18:12:46.496077
18381,0,2025-11-03 18:12:47.526036
18382,0,2025-11-03 18:12:48.556029
18383,0,2025-11-03 18:12:49.581767
18384,0,2025-11-03 18:12:50.607508
18385,0,2025-11-03 18:12:51.637469
18386,0,2025-11-03 18:12:52.667451
18387,0,2025-11-03 18:12:53.697403
18388,0,2025-11-03 18:12:54.727358
18389,0,2025-11-03 18:12:55.757317
18390,0,2025-11-03 18:12:56.787284
18391,0,2025-11-03 18:12:57.813026
18392,0,2025-11-03 18:12:58.838763
18393,0,2025-11-03 18:12:59.868741
18394,0,2025-11-03 18:13:00.898719
18395,0,2025-11-03 18:13:01.928668
18396,0,2025-11-03 18:13:02.954397
18397,0,2025-11-03 18:13:03.984359
18398,0,2025-11-03 18:13:05.014308
18399,0,2025-11-03 18:13:06.044263
18400,0,2025-11-03 18:13:07.074208
18401,0,2025-11-03 18:13:08.104189
18402,0,2025-11-03 18:13:09.134135
18403,0,2025-11-03 18:13:10.164075
18404,0,2025-11-03 18:13:11.189816
18405,0,2025-11-03 18:13:12.215542
18406,0,2025-11-03 18:13:13.245534
18407,0,2025-11-03 18:13:14.275488
18408,0,2025-11-03 18:13:15.305543
18409,0,2025-11-03 18:13:16.331267
18410,0,2025-11-03 18:13:17.361221
18411,0,2025-11-03 18:13:18.391178
18412,0,2025-11-03 18:13:19.421115
18413,0,2025-11-03 18:13:20.451061
18414,0,2025-11-03 18:13:21.481054
18415,0,2025-11-03 18:13:22.511034
18416,0,2025-11-03 18:13:23.541002
18417,0,2025-11-03 18:13:24.570969
18418,0,2025-11-03 18:13:25.596717
18419,0,2025-11-03 18:13:26.622578
18420,0,2025-11-03 18:13:27.652540
18421,0,2025-11-03 18:13:28.682496
18422,0,2025-11-03 18:13:29.712486
18423,0,2025-11-03 18:13:30.742446
18424,0,2025-11-03 18:13:31.772403
18425,0,2025-11-03 18:13:32.798133
18426,0,2025-11-03 18:13:33.823888
18427,0,2025-11-03 18:13:34.853849
18428,0,2025-11-03 18:13:35.883841
18429,0,2025-11-03 18:13:36.913828
18430,0,2025-11-03 18:13:37.943793
18431,0,2025-11-03 18:13:38.973738
18432,0,2025-11-03 18:13:39.999467
18433,0,2025-11-03 18:13:41.025188
18434,0,2025-11-03 18:13:42.055141
18435,0,2025-11-03 18:13:43.085097
18436,0,2025-11-03 18:13:44.115080
18437,0,2025-11-03 18:13:45.140826
18438,0,2025-11-03 18:13:46.166557
18439,0,2025-11-03 18:13:47.196515
18440,0,2025-11-03 18:13:48.226473
18441,0,2025-11-03 18:13:49.256425
18442,0,2025-11-03 18:13:50.286426
18443,0,2025-11-03 18:13:51.312141
18444,0,2025-11-03 18:13:52.337893
18445,0,2025-11-03 18:13:53.367849
18446,0,2025-11-03 18:13:54.397810
18447,0,2025-11-03 18:13:55.427981
18448,0,2025-11-03 18:13:56.457934
18449,0,2025-11-03 18:13:57.487888
18450,0,2025-11-03 18:13:58.517836
18451,0,2025-11-03 18:13:59.547938
18452,0,2025-11-03 18:14:00.573662
18453,0,2025-11-03 18:14:01.599401
18454,0,2025-11-03 18:14:02.629403
18455,0,2025-11-03 18:14:03.659399
18456,0,2025-11-03 18:14:04.689352
18457,0,2025-11-03 18:14:05.719301
18458,0,2025-11-03 18:14:06.749272
18459,0,2025-11-03 18:14:07.779243
18460,0,2025-11-03 18:14:08.809193
18461,0,2025-11-03 18:14:09.839144
18462,0,2025-11-03 18:14:10.869121
18463,0,2025-11-03 18:14:11.899069
18464,0,2025-11-03 18:14:12.929049
18465,0,2025-11-03 18:14:13.959030
18466,0,2025-11-03 18:14:14.989004
18467,0,2025-11-03 18:14:16.018960
18468,0,2025-11-03 18:14:17.048924
18469,0,2025-11-03 18:14:18.078882
18470,0,2025-11-03 18:14:19.108833
18471,0,2025-11-03 18:14:20.134565
18472,0,2025-11-03 18:14:21.164568
18473,0,2025-11-03 18:14:22.194519
18474,0,2025-11-03 18:14:23.224473
18475,0,2025-11-03 18:14:24.254432
18476,0,2025-11-03 18:14:25.284377
18477,0,2025-11-03 18:14:26.310153
18478,0,2025-11-03 18:14:27.335873
18479,0,2025-11-03 18:14:28.365857
18480,0,2025-11-03 18:14:29.395816
18481,0,2025-11-03 18:14:30.425772
18482,0,2025-11-03 18:14:31.455753
18483,0,2025-11-03 18:14:32.485724
18484,0,2025-11-03 18:14:33.515677
18485,0,2025-11-03 18:14:34.541401
18486,0,2025-11-03 18:14:35.571388
18487,0,2025-11-03 18:14:36.601343
18488,0,2025-11-03 18:14:37.631317
18489,0,2025-11-03 18:14:38.661326
18490,0,2025-11-03 18:14:39.691321
18491,0,2025-11-03 18:14:40.721271
18492,0,2025-11-03 18:14:41.751222
18493,0,2025-11-03 18:14:42.776977
18494,0,2025-11-03 18:14:43.802745
18495,0,2025-11-03 18:14:44.832693
18496,0,2025-11-03 18:14:45.862651
18497,0,2025-11-03 18:14:46.892613
18498,0,2025-11-03 18:14:47.918336
18499,0,2025-11-03 18:14:48.948296
18500,0,2025-11-03 18:14:49.974030
18501,0,2025-11-03 18:14:51.004005
18502,0,2025-11-03 18:14:52.033983
18503,0,2025-11-03 18:14:53.063948
18504,0,2025-11-03 18:14:54.093897
18505,0,2025-11-03 18:14:55.123845
18506,0,2025-11-03 18:14:56.153822
18507,0,2025-11-03 18:14:57.183766
18508,0,2025-11-03 18:14:58.209509
18509,0,2025-11-03 18:14:59.239463
18510,0,2025-11-03 18:15:00.269416
18511,0,2025-11-03 18:15:01.299380
18512,0,2025-11-03 18:15:02.329336
18513,0,2025-11-03 18:15:03.359332
18514,0,2025-11-03 18:15:04.389286
18515,0,2025-11-03 18:15:05.415428
18516,0,2025-11-03 18:15:06.441158
18517,0,2025-11-03 18:15:07.471148
18518,0,2025-11-03 18:15:08.501111
18519,0,2025-11-03 18:15:09.531068
18520,0,2025-11-03 18:15:10.561024
18521,0,2025-11-03 18:15:11.590967
18522,0,2025-11-03 18:15:12.620916
18523,0,2025-11-03 18:15:13.646636
18524,0,2025-11-03 18:15:14.676633
18525,0,2025-11-03 18:15:15.706586
18526,0,2025-11-03 18:15:16.736529
18527,0,2025-11-03 18:15:17.766454
18528,0,2025-11-03 18:15:18.796404
18529,0,2025-11-03 18:15:19.826343
18530,0,2025-11-03 18:15:20.856284
18531,0,2025-11-03 18:15:21.886224
18532,0,2025-11-03 18:15:22.916166
18533,0,2025-11-03 18:15:23.946126
18534,0,2025-11-03 18:15:24.976080
18535,0,2025-11-03 18:15:26.006039
18536,0,2025-11-03 18:15:27.035996
18537,0,2025-11-03 18:15:28.065955
18538,0,2025-11-03 18:15:29.095910
18539,0,2025-11-03 18:15:30.125847
18540,0,2025-11-03 18:15:31.155786
18541,0,2025-11-03 18:15:32.185761
18542,0,2025-11-03 18:15:33.211472
18543,0,2025-11-03 18:15:34.241429
18544,0,2025-11-03 18:15:35.271381
18545,0,2025-11-03 18:15:36.301324
18546,0,2025-11-03 18:15:37.327044
18547,0,2025-11-03 18:15:38.352767
18548,0,2025-11-03 18:15:39.382735
18549,0,2025-11-03 18:15:40.412689
18550,0,2025-11-03 18:15:41.442638
18551,0,2025-11-03 18:15:42.472626
18552,0,2025-11-03 18:15:43.498349
18553,0,2025-11-03 18:15:44.524072
18554,0,2025-11-03 18:15:45.554024
18555,0,2025-11-03 18:15:46.583988
18556,0,2025-11-03 18:15:47.609712
18557,0,2025-11-03 18:15:48.639661
18558,0,2025-11-03 18:15:49.665380
18559,0,2025-11-03 18:15:50.695335
18560,0,2025-11-03 18:15:51.725334
18561,0,2025-11-03 18:15:52.755320
18562,0,2025-11-03 18:15:53.785283
18563,0,2025-11-03 18:15:54.815215
18564,0,2025-11-03 18:15:55.845165
18565,0,2025-11-03 18:15:56.875114
18566,0,2025-11-03 18:15:57.905072
18567,0,2025-11-03 18:15:58.930786
18568,0,2025-11-03 18:15:59.960756
18569,0,2025-11-03 18:16:00.990742
18570,0,2025-11-03 18:16:02.016433
18571,0,2025-11-03 18:16:03.046390
18572,0,2025-11-03 18:16:04.072125
18573,0,2025-11-03 18:16:05.102068
18574,0,2025-11-03 18:16:06.132011
18575,0,2025-11-03 18:16:07.157711
18576,0,2025-11-03 18:16:08.187668
18577,0,2025-11-03 18:16:09.213385
18578,0,2025-11-03 18:16:10.243324
18579,0,2025-11-03 18:16:11.273278
18580,0,2025-11-03 18:16:12.299001
18581,0,2025-11-03 18:16:13.328969
18582,0,2025-11-03 18:16:14.358909
18583,0,2025-11-03 18:16:15.388847
18584,0,2025-11-03 18:16:16.418832
18585,0,2025-11-03 18:16:17.448782
18586,0,2025-11-03 18:16:18.478767
18587,0,2025-11-03 18:16:19.504477
18588,0,2025-11-03 18:16:20.534431
18589,0,2025-11-03 18:16:21.560158
18590,0,2025-11-03 18:16:22.590104
18591,0,2025-11-03 18:16:23.619984
18592,0,2025-11-03 18:16:24.649838
18593,0,2025-11-03 18:16:25.679685
18594,0,2025-11-03 18:16:26.709531
18595,0,2025-11-03 18:16:27.739421
18596,0,2025-11-03 18:16:28.769380
18597,0,2025-11-03 18:16:29.799350
18598,0,2025-11-03 18:16:30.829213
18599,0,2025-11-03 18:16:31.859064
18600,0,2025-11-03 18:16:32.888933
18601,0,2025-11-03 18:16:33.918783
18602,0,2025-11-03 18:16:34.948632
18603,0,2025-11-03 18:16:35.978588
18604,0,2025-11-03 18:16:37.008701
18605,0,2025-11-03 18:16:38.034415
18606,0,2025-11-03 18:16:39.064382
18607,0,2025-11-03 18:16:40.094326
18608,0,2025-11-03 18:16:41.124281
18609,0,2025-11-03 18:16:42.154230
18610,0,2025-11-03 18:16:43.184186
18611,0,2025-11-03 18:16:44.214141
18612,0,2025-11-03 18:16:45.244091
18613,0,2025-11-03 18:16:46.269804
18614,0,2025-11-03 18:16:47.299758
18615,0,2025-11-03 18:16:48.329748
18616,0,2025-11-03 18:16:49.359701
18617,0,2025-11-03 18:16:50.389651
18618,0,2025-11-03 18:16:51.419601
18619,0,2025-11-03 18:16:52.449585
18620,0,2025-11-03 18:16:53.475323
18621,0,2025-11-03 18:16:54.501068
18622,0,2025-11-03 18:16:55.531042
18623,0,2025-11-03 18:16:56.561010
18624,0,2025-11-03 18:16:57.590972
18625,0,2025-11-03 18:16:58.620929
18626,0,2025-11-03 18:16:59.650883
18627,0,2025-11-03 18:17:00.676609
18628,0,2025-11-03 18:17:04.709842
18629,0,2025-11-03 18:17:05.735586
18630,0,2025-11-03 18:17:06.765548
18631,0,2025-11-03 18:17:07.795525
18632,0,2025-11-03 18:17:08.825514
18633,0,2025-11-03 18:17:09.855506
18634,0,2025-11-03 18:17:10.881269
18635,0,2025-11-03 18:17:11.907033
18636,0,2025-11-03 18:17:12.937037
18637,0,2025-11-03 18:17:13.966994
18638,0,2025-11-03 18:17:14.996975
18639,0,2025-11-03 18:17:16.026967
18640,0,2025-11-03 18:17:17.057013
18641,0,2025-11-03 18:17:18.086993
18642,0,2025-11-03 18:17:19.116985
18643,0,2025-11-03 18:17:20.142760
18644,0,2025-11-03 18:17:21.168510
18645,0,2025-11-03 18:17:22.198462
18646,0,2025-11-03 18:17:23.228455
18647,0,2025-11-03 18:17:24.258398
18648,0,2025-11-03 18:17:25.284143
18649,0,2025-11-03 18:17:26.314134
18650,0,2025-11-03 18:17:27.339885
18651,0,2025-11-03 18:17:28.369844
18652,0,2025-11-03 18:17:29.399797
18653,0,2025-11-03 18:17:30.429830
18654,0,2025-11-03 18:17:31.459805
18655,0,2025-11-03 18:17:32.485553
18656,0,2025-11-03 18:17:33.511297
18657,0,2025-11-03 18:17:34.541250
18658,0,2025-11-03 18:17:35.571207
18659,0,2025-11-03 18:17:36.601173
18660,0,2025-11-03 18:17:37.631150
18661,0,2025-11-03 18:17:38.656895
18662,0,2025-11-03 18:17:39.682641
18663,0,2025-11-03 18:17:40.712588
18664,0,2025-11-03 18:17:41.742548
18665,0,2025-11-03 18:17:42.772501
18666,0,2025-11-03 18:17:43.802473
18667,0,2025-11-03 18:17:44.828222
18668,0,2025-11-03 18:17:45.854025
18669,0,2025-11-03 18:17:46.883983
18670,0,2025-11-03 18:17:47.913948
18671,0,2025-11-03 18:17:48.943922
18672,0,2025-11-03 18:17:49.973875
18673,0,2025-11-03 18:17:51.003819
18674,0,2025-11-03 18:17:52.033787
18675,0,2025-11-03 18:17:53.063824
18676,0,2025-11-03 18:17:54.089557
18677,0,2025-11-03 18:17:55.115272
18678,0,2025-11-03 18:17:56.145218
18679,0,2025-11-03 18:17:57.175184
18680,0,2025-11-03 18:17:58.200934
18681,0,2025-11-03 18:17:59.226684
18682,0,2025-11-03 18:18:00.256649
18683,0,2025-11-03 18:18:01.286646
18684,0,2025-11-03 18:18:02.316624
18685,0,2025-11-03 18:18:03.346629
18686,0,2025-11-03 18:18:04.376577
18687,0,2025-11-03 18:18:05.402332
18688,0,2025-11-03 18:18:06.428080
18689,0,2025-11-03 18:18:07.458033
18690,0,2025-11-03 18:18:08.488042
18691,0,2025-11-03 18:18:09.518033
18692,0,2025-11-03 18:18:10.548009
18693,0,2025-11-03 18:18:11.577968
18694,0,2025-11-03 18:18:12.603747
18695,0,2025-11-03 18:18:13.629513
18696,0,2025-11-03 18:18:14.659475
18697,0,2025-11-03 18:18:15.689437
18698,0,2025-11-03 18:18:16.719404
18699,0,2025-11-03 18:18:17.749373
18700,0,2025-11-03 18:18:18.779355
18701,0,2025-11-03 18:18:19.805099
18702,0,2025-11-03 18:18:20.830902
18703,0,2025-11-03 18:18:21.860911
18704,0,2025-11-03 18:18:22.890886
18705,0,2025-11-03 18:18:23.920858
18706,0,2025-11-03 18:18:24.950845
18707,0,2025-11-03 18:18:25.980801
18708,0,2025-11-03 18:18:27.010850
18709,0,2025-11-03 18:18:28.036612
18710,0,2025-11-03 18:18:29.066647
18711,0,2025-11-03 18:18:30.092408
18712,0,2025-11-03 18:18:31.122369
18713,0,2025-11-03 18:18:32.152326
18714,0,2025-11-03 18:18:33.182292
18715,0,2025-11-03 18:18:34.212247
18716,0,2025-11-03 18:18:35.242232
18717,0,2025-11-03 18:18:36.267979
18718,0,2025-11-03 18:18:37.293719
18719,0,2025-11-03 18:18:38.323684
18720,0,2025-11-03 18:18:39.353648
18721,0,2025-11-03 18:18:40.383586
18722,0,2025-11-03 18:18:41.409340
18723,0,2025-11-03 18:18:42.435083
18724,0,2025-11-03 18:18:43.465049
18725,0,2025-11-03 18:18:44.495002
18726,0,2025-11-03 18:18:45.524976
18727,0,2025-11-03 18:18:46.554932
18728,0,2025-11-03 18:18:47.580685
18729,0,2025-11-03 18:18:48.606455
18730,0,2025-11-03 18:18:49.636420
18731,0,2025-11-03 18:18:50.666382
18732,0,2025-11-03 18:18:51.696340
18733,0,2025-11-03 18:18:52.726297
18734,0,2025-11-03 18:18:53.756275
18735,0,2025-11-03 18:18:54.786254
18736,0,2025-11-03 18:18:55.811977
18737,0,2025-11-03 18:18:56.841930
18738,0,2025-11-03 18:18:57.871890
18739,0,2025-11-03 18:18:58.901843
18740,0,2025-11-03 18:18:59.931830
18741,0,2025-11-03 18:19:00.961794
18742,0,2025-11-03 18:19:01.991772
18743,0,2025-11-03 18:19:03.017534
18744,0,2025-11-03 18:19:04.043272
18745,0,2025-11-03 18:19:05.073289
18746,0,2025-11-03 18:19:06.103238
18747,0,2025-11-03 18:19:07.133180
18748,0,2025-11-03 18:19:08.163120
18749,0,2025-11-03 18:19:09.193094
18750,0,2025-11-03 18:19:10.223069
18751,0,2025-11-03 18:19:11.248808
18752,0,2025-11-03 18:19:12.278777
18753,0,2025-11-03 18:19:13.308734
18754,0,2025-11-03 18:19:14.338701
18755,0,2025-11-03 18:19:15.368650
18756,0,2025-11-03 18:19:16.398620
18757,0,2025-11-03 18:19:17.428637
18758,0,2025-11-03 18:19:18.454417
18759,0,2025-11-03 18:19:19.480163
18760,0,2025-11-03 18:19:20.510135
18761,0,2025-11-03 18:19:21.540118
18762,0,2025-11-03 18:19:22.570070
18763,0,2025-11-03 18:19:23.600030
18764,0,2025-11-03 18:19:24.630015
18765,0,2025-11-03 18:19:25.659997
18766,0,2025-11-03 18:19:26.685763
18767,0,2025-11-03 18:19:27.711488
18768,0,2025-11-03 18:19:28.741449
18769,0,2025-11-03 18:19:29.771406
18770,0,2025-11-03 18:19:30.801404
18771,0,2025-11-03 18:19:31.827150
18772,0,2025-11-03 18:19:32.852909
18773,0,2025-11-03 18:19:33.882868
18774,0,2025-11-03 18:19:34.912837
18775,0,2025-11-03 18:19:35.942805
18776,0,2025-11-03 18:19:36.972773
18777,0,2025-11-03 18:19:38.002762
18778,0,2025-11-03 18:19:39.028519
18779,0,2025-11-03 18:19:40.054230
18780,0,2025-11-03 18:19:41.084198
18781,0,2025-11-03 18:19:42.114148
18782,0,2025-11-03 18:19:43.144094
18783,0,2025-11-03 18:19:44.173942
18784,0,2025-11-03 18:19:45.203818
18785,0,2025-11-03 18:19:46.233674
18786,0,2025-11-03 18:19:47.263527
18787,0,2025-11-03 18:19:48.293402
18788,0,2025-11-03 18:19:49.319152
18789,0,2025-11-03 18:19:50.344798
18790,0,2025-11-03 18:19:51.374662
18791,0,2025-11-03 18:19:52.404520
18792,0,2025-11-03 18:19:53.434401
18793,0,2025-11-03 18:19:54.464280
18794,0,2025-11-03 18:19:55.494223
18795,0,2025-11-03 18:19:56.524175
18796,0,2025-11-03 18:19:57.554126
18797,0,2025-11-03 18:19:58.584102
18798,0,2025-11-03 18:19:59.614050
18799,0,2025-11-03 18:20:00.639798
18800,0,2025-11-03 18:20:01.665537
18801,0,2025-11-03 18:20:02.695401
18802,0,2025-11-03 18:20:03.725257
18803,0,2025-11-03 18:20:04.750910
18804,0,2025-11-03 18:20:05.776555
18805,0,2025-11-03 18:20:06.806465
18806,0,2025-11-03 18:20:07.836421
18807,0,2025-11-03 18:20:08.862194
18808,0,2025-11-03 18:20:09.887927
18809,0,2025-11-03 18:20:10.917862
18810,0,2025-11-03 18:20:11.947846
18811,0,2025-11-03 18:20:12.977805
18812,0,2025-11-03 18:20:14.007820
18813,0,2025-11-03 18:20:15.033575
18814,0,2025-11-03 18:20:16.059327
18815,0,2025-11-03 18:20:17.089302
18816,0,2025-11-03 18:20:18.119278
18817,0,2025-11-03 18:20:19.149362
18818,0,2025-11-03 18:20:20.179313
18819,0,2025-11-03 18:20:21.209270
18820,0,2025-11-03 18:20:22.239218
18821,0,2025-11-03 18:20:23.264983
18822,0,2025-11-03 18:20:24.294988
18823,0,2025-11-03 18:20:25.320715
18824,0,2025-11-03 18:20:26.350695
18825,0,2025-11-03 18:20:27.380653
18826,0,2025-11-03 18:20:28.410611
18827,0,2025-11-03 18:20:29.440607
18828,0,2025-11-03 18:20:30.466340
18829,0,2025-11-03 18:20:31.496298
18830,0,2025-11-03 18:20:32.522029
18831,0,2025-11-03 18:20:33.551986
18832,0,2025-11-03 18:20:34.581939
18833,0,2025-11-03 18:20:35.611903
18834,0,2025-11-03 18:20:36.641891
18835,0,2025-11-03 18:20:37.671865
18836,0,2025-11-03 18:20:38.697607
18837,0,2025-11-03 18:20:39.727634
18838,0,2025-11-03 18:20:40.757601
18839,0,2025-11-03 18:20:41.787550
18840,0,2025-11-03 18:20:42.817505
18841,0,2025-11-03 18:20:43.847449
18842,0,2025-11-03 18:20:44.873186
18843,0,2025-11-03 18:20:45.898925
18844,0,2025-11-03 18:20:46.928870
18845,0,2025-11-03 18:20:47.958834
18846,0,2025-11-03 18:20:48.988811
18847,0,2025-11-03 18:20:50.018781
18848,0,2025-11-03 18:20:51.044517
18849,0,2025-11-03 18:20:52.070269
18850,0,2025-11-03 18:20:53.100242
18851,0,2025-11-03 18:20:54.130179
18852,0,2025-11-03 18:20:55.160126
18853,0,2025-11-03 18:20:56.190069
18854,0,2025-11-03 18:20:57.215812
18855,0,2025-11-03 18:20:58.245755
18856,0,2025-11-03 18:20:59.275670
18857,0,2025-11-03 18:21:00.305613
18858,0,2025-11-03 18:21:01.335569
18859,0,2025-11-03 18:21:02.365515
18860,0,2025-11-03 18:21:03.395466
18861,0,2025-11-03 18:21:04.425421
18862,0,2025-11-03 18:21:05.451171
18863,0,2025-11-03 18:21:06.481112
18864,0,2025-11-03 18:21:07.511057
18865,0,2025-11-03 18:21:08.541010
18866,0,2025-11-03 18:21:09.570959
18867,0,2025-11-03 18:21:10.600921
18868,0,2025-11-03 18:21:11.626635
18869,0,2025-11-03 18:21:12.652364
18870,0,2025-11-03 18:21:13.682313
18871,0,2025-11-03 18:21:14.712251
18872,0,2025-11-03 18:21:15.742201
18873,0,2025-11-03 18:21:16.767930
18874,0,2025-11-03 18:21:17.793672
18875,0,2025-11-03 18:21:18.823623
18876,0,2025-11-03 18:21:19.853583
18877,0,2025-11-03 18:21:20.883553
18878,0,2025-11-03 18:21:21.909319
18879,0,2025-11-03 18:21:22.935052
18880,0,2025-11-03 18:21:23.965026
18881,0,2025-11-03 18:21:24.994990
18882,0,2025-11-03 18:21:26.024948
18883,0,2025-11-03 18:21:27.054906
18884,0,2025-11-03 18:21:28.084864
18885,0,2025-11-03 18:21:29.114837
18886,0,2025-11-03 18:21:30.144806
18887,0,2025-11-03 18:21:31.174856
18888,0,2025-11-03 18:21:32.200608
18889,0,2025-11-03 18:21:33.226371
18890,0,2025-11-03 18:21:34.256320
